2022-07-29 18:36:17,516 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-07-29 18:36:17,539 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-07-29 18:36:17,540 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2022-07-29 18:36:17,540 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2022-07-29 18:36:17,563 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-07-29 18:36:17,564 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-07-29 18:36:17,564 INFO  SwAddin.cs: 201 - Setting up command manager
2022-07-29 18:36:17,565 INFO  SwAddin.cs: 204 - Adding command manager
2022-07-29 18:36:17,569 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-07-29 18:36:17,570 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-07-29 18:36:17,570 INFO  SwAddin.cs: 210 - Adding event handlers
2022-07-29 18:36:17,603 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-07-29 21:13:17,156 INFO  SwAddin.cs: 294 - Assembly export called for file 送餐车V2.0
2022-07-29 21:13:17,159 INFO  SwAddin.cs: 299 - Save is required
2022-07-29 21:13:17,159 INFO  SwAddin.cs: 313 - Saving assembly
2022-07-29 21:13:17,160 INFO  SwAddin.cs: 316 - Opening property manager
2022-07-29 21:13:17,182 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 送餐车V2.0
2022-07-29 21:13:17,190 INFO  ExportHelperExtension.cs: 1136 - Found 37 in 送餐车V2.0
2022-07-29 21:13:17,191 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [CoordSys] in 送餐车V2.0
2022-07-29 21:13:17,191 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-07-29 21:13:17,193 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-07-29 21:13:17,193 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 送餐车V2.0.stp-1
2022-07-29 21:13:17,194 INFO  ExportHelperExtension.cs: 1136 - Found 74 in 送餐车V2.0.stp-1
2022-07-29 21:13:17,195 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 送餐车V2.0.stp-1
2022-07-29 21:13:17,195 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 送餐车V2.0
2022-07-29 21:13:17,196 INFO  ExportHelperExtension.cs: 1136 - Found 37 in 送餐车V2.0
2022-07-29 21:13:17,196 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in 送餐车V2.0
2022-07-29 21:13:17,197 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-07-29 21:13:17,197 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-07-29 21:13:17,197 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 送餐车V2.0.stp-1
2022-07-29 21:13:17,198 INFO  ExportHelperExtension.cs: 1136 - Found 74 in 送餐车V2.0.stp-1
2022-07-29 21:13:17,198 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 送餐车V2.0.stp-1
2022-07-29 21:13:17,715 INFO  SwAddin.cs: 339 - Loading config tree
2022-07-29 21:13:17,719 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-07-29 21:13:17,721 INFO  SwAddin.cs: 344 - Showing property manager
2022-07-29 21:16:51,386 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-07-29 21:23:07,494 INFO  SwAddin.cs: 294 - Assembly export called for file 送餐车V2.0
2022-07-29 21:23:07,494 INFO  SwAddin.cs: 299 - Save is required
2022-07-29 21:23:07,494 INFO  SwAddin.cs: 313 - Saving assembly
2022-07-29 21:23:07,494 INFO  SwAddin.cs: 316 - Opening property manager
2022-07-29 21:23:07,495 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 送餐车V2.0
2022-07-29 21:23:07,495 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 送餐车V2.0
2022-07-29 21:23:07,495 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [CoordSys] in 送餐车V2.0
2022-07-29 21:23:07,495 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-07-29 21:23:07,496 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2022-07-29 21:23:07,496 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 送餐车V2.0.stp-1
2022-07-29 21:23:07,496 INFO  ExportHelperExtension.cs: 1136 - Found 74 in 送餐车V2.0.stp-1
2022-07-29 21:23:07,497 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 送餐车V2.0.stp-1
